OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,PropertyGFATotal - PropertyGFAParking,Densite_etage,Age,Pourc_elec,Pourc_gas,Pourc_steam
21239,2016,NonResidential,Worship Facility,Seattle North,5701 8th Ave N,Seattle,WA,98105.0,1928300405,4,Northeast,47.6702,-122.32066,1949,1.0,1,26033,0,26033,"Parking, Worship Facility",Worship Facility,30044.0,Parking,0.0,,,,78.0,38.20000076,44.70000076,63.79999924,72.30000305,1149140.25,1343672.875,0.0,99743.0,340323.0,8088.169922,808817.0,False,,Compliant,,45.33,1.74,26033,0.5,74,0.29615445112117517,0.7038453313248753,0.0
21243,2016,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",2619 4th Ave North,Seattle,WA,98109.0,1929300110,7,Magnolia / queen anne,47.64344,-122.3509,2007,1.0,4,48660,0,48660,K-12 School,K-12 School,49468.0,,,,,,82.0,38.0,42.79999924,74.69999695,80.40000153,1881516.125,2115259.0,0.0,241063.5938,822509.0,10590.07031,1059007.0,False,,Compliant,,61.98,1.27,48660,2.0,16,0.4371522460377532,0.5628476875264622,0.0
21244,2016,NonResidential,Senior Care Community,Queen Anne Healthcare,2717 Dexter Ave N,Seattle,WA,98109.0,1929300390,7,Magnolia / queen anne,47.6441,-122.34795,1970,1.0,2,46539,0,46539,Senior Care Community,Senior Care Community,46539.0,,,,,,73.0,116.0,120.0999985,225.3999939,232.6999969,5400049.5,5589312.5,0.0,676012.875,2306556.0,30934.93164,3093493.0,False,,Compliant,,180.38,3.88,46539,1.0,53,0.4271360845858913,0.5728638228223649,0.0
21265,2016,NonResidential,Retail Store,N0030 - Patagonia/DKA,2100 First Avenue & 106 Lenora Street,Seattle,WA,98121.0,1977200735,7,Downtown,47.6123,-122.34395,1920,1.0,2,26400,0,26400,"Office, Parking, Retail Store",Retail Store,14428.0,Office,7200.0,Parking,2788.0,,36.0,45.5,46.90000153,121.3000031,121.1999969,983595.875,1013921.625,0.0,223084.0938,761163.0,2224.330078,222433.0,False,,Compliant,,17.12,0.65,26400,1.0,103,0.7738574544143956,0.22614267267031798,0.0
21266,2016,NonResidential,Small- and Mid-Sized Office,First & Lenora,2030 First Avenue,Seattle,WA,98121.0,1977200855,7,Downtown,47.61185,-122.3434,1918,1.0,3,38148,0,38148,"Office, Retail Store",Office,37853.0,Retail Store,12495.0,,,,98.0,25.10000038,25.10000038,78.69999695,78.69999695,1262255.75,1262255.75,0.0,369945.9063,1262255.0,0.0,0.0,False,,Compliant,,8.8,0.23,38148,1.5,105,0.999999405825642,0.0,0.0
21270,2016,NonResidential,Mixed Use Property,Rex Land Building (Block 56SE) - SEDO,401 8th Ave. North,Seattle,WA,98109.0,1988201370,7,Lake union,47.62231,-122.34145,1928,1.0,2,28800,0,28800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,Office,14400.0,,,,,15.89999962,18.10000038,34.79999924,37.09999847,456953.0,521523.1875,0.0,73068.89844,249311.0,2076.419678,207642.0,False,,Compliant,,12.77,0.44,28800,1.0,95,0.5455944046761921,0.4544055953238079,0.0
21278,2016,NonResidential,Worship Facility,Church of Scientology Washington State,300 W Harrison St,Seattle,WA,98119.0,1989200520,7,Magnolia / queen anne,47.62232,-122.36101,1955,1.0,5,31945,0,31945,"Parking, Worship Facility",Worship Facility,31945.0,Parking,0.0,,,,4.0,56.5,56.5,177.6000061,177.6000061,1806468.0,1806468.0,0.0,529445.375,1806468.0,0.0,0.0,False,,Compliant,,12.59,0.39,31945,2.5,68,1.0,0.0,0.0
21290,2016,NonResidential,Small- and Mid-Sized Office,Salvation Army NW Div. HQ,111 Queen Anne Ave N,Seattle,WA,98109.0,1989200945,7,Magnolia / queen anne,47.6189,-122.35713,1985,1.0,5,85963,33055,52908,"Office, Parking",Office,52908.0,Parking,33055.0,,,,43.0,84.69999695,84.69999695,265.8999939,265.8999939,4480961.0,4480961.0,0.0,1313294.375,4480960.0,0.0,0.0,False,,Compliant,,31.24,0.36,52908,2.5,38,0.9999997768335854,0.0,0.0
21310,2016,NonResidential,Retail Store,DILLER BUILDING (ID21310),1216 1st Ave.,Seattle,WA,98101.0,1974700170,7,Downtown,47.60683,-122.33771,1900,1.0,4,34680,0,34680,Retail Store,Retail Store,34680.0,,,,,,92.0,33.70000076,36.29999924,82.09999847,86.90000153,1169948.875,1259828.25,0.0,227136.5,774990.0,3949.589844,394959.0,False,,Compliant,,26.38,0.76,34680,2.0,123,0.6624135605925515,0.33758654624972395,0.0
21313,2016,NonResidential,Worship Facility,Plymouth Congregational Church,1217 6th Ave,Seattle,WA,98101.0,1975700006,7,Downtown,47.60867,-122.33265,1968,1.0,3,75058,34510,40548,Worship Facility,Worship Facility,75058.0,,,,,,24.0,74.40000153,82.69999695,107.5999985,116.3000031,5587347.0,6207115.5,0.0,309820.3125,1057107.0,45302.39844,4530240.0,False,,Compliant,,247.97,3.3,40548,1.5,55,0.18919659008112438,0.8108034099188757,0.0
21317,2016,NonResidential,Retail Store,Coliseum,1506 Fifth Avenue,Seattle,WA,98101.0,1975700155,7,Downtown,47.61103,-122.33549,1915,1.0,1,36504,0,36504,Retail Store,Retail Store,16200.0,,,,,,2.0,129.6999969,132.6000061,390.1000061,393.1000061,2100982.75,2147472.5,0.0,576932.375,1968493.0,1324.889771,132489.0,False,,Compliant,,20.76,0.57,36504,0.5,108,0.9369391538317009,0.06306048919249813,0.0
21318,2016,NonResidential,Small- and Mid-Sized Office,Westlake Place,1520 4th Avenue,Seattle,WA,98101.0,1975700195,7,Downtown,47.61091,-122.33667,1907,1.0,6,35200,0,35200,Office,Office,35200.0,,,,,,8.0,85.19999695,85.19999695,267.5,267.5,2998208.25,2998208.25,0.0,878724.5,2998208.0,0.0,0.0,False,,Compliant,,20.9,0.59,35200,3.0,116,0.999999916616866,0.0,0.0
21319,2016,NonResidential,Small- and Mid-Sized Office,4th Avenue Building,1408 4th Avenue,Seattle,WA,98101.0,1975700275,7,Downtown,47.60961,-122.33566,1907,1.0,5,35840,0,35840,Office,Office,35840.0,,,,,,83.0,42.90000153,48.09999847,87.30000305,92.69999695,1538750.625,1724638.75,0.0,211969.4063,723240.0,8155.110352,815511.0,False,,Compliant,,48.35,1.35,35840,2.5,116,0.4700176807401784,0.529982562964028,0.0
21321,2016,NonResidential,Other,5265050802 - WM1084 Fifth and Union,1401 5th AVE,Seattle,WA,98101.0,1975700281,7,Downtown,47.60985,-122.33527,1941,1.0,2,25920,0,25920,Bank Branch,Bank Branch,23230.0,,,,,,60.0,57.40000153,58.40000153,180.1999969,183.3999939,1333432.125,1356947.75,0.0,390806.5938,1333432.0,0.0,0.0,False,,Compliant,,9.3,0.36,25920,1.0,82,0.9999999062569458,0.0,0.0
21322,2016,NonResidential,Small- and Mid-Sized Office,Fourth and Union,1404 Fourth Ave,Seattle,WA,98101.0,1975700290,7,Downtown,47.60952,-122.33558,1928,1.0,4,30525,0,30525,"Office, Retail Store",Office,15609.0,Retail Store,6104.0,,,,17.0,132.8000031,137.8000031,349.0,355.0,2883139.0,2991557.25,762032.8125,621660.625,2121106.0,0.0,0.0,False,,Compliant,,73.61,2.41,30525,2.0,95,0.7356932842988146,0.0,0.2643066506679005
21328,2016,NonResidential,Other,Seattle First Hill,1334 Terry Avenue,Seattle,WA,98101.0,1978200320,7,East,47.61186,-122.32857,1964,1.0,4,49243,0,49243,Other/Specialty Hospital,Other/Specialty Hospital,52284.0,,,,,,,162.1000061,162.3999939,472.5,472.7999878,8476183.0,8491346.0,0.0,2215881.5,7560588.0,9155.942383,915594.0,False,,Compliant,,101.34,2.06,49243,2.0,59,0.89198026989271,0.1080196121296579,0.0
21336,2016,NonResidential,Other,University Club,1004 Boren Ave,Seattle,WA,98104.0,1978200605,3,East,47.6097,-122.325,1912,0.0,3,20411,0,20411,Social/Meeting Hall,Social/Meeting Hall,20411.0,,,,,,,98.69999695,105.0999985,183.0,189.6999969,2014475.875,2145049.5,0.0,227122.7031,774943.0,12395.33008,1239533.0,False,,Compliant,,71.23,3.49,20411,3.0,111,0.3846871583905168,0.6153129036603627,0.0
21351,2016,NonResidential,Medical Office,Swedish Alcoa Building,1401 Madison St,Seattle,WA,98122.0,1978201116,3,East,47.61065,-122.32125,1962,1.0,2,30855,10285,20570,Medical Office,Medical Office,21571.0,,,,,,2.0,136.6000061,145.1000061,292.3999939,298.5,2946756.25,3129807.0,0.0,450699.8125,1537788.0,14089.68457,1408968.0,False,,Compliant,,85.55,2.77,20570,1.0,61,0.5218578903497701,0.47814202481118007,0.0
21353,2016,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,1111 Harvard Ave.,Seattle,WA,98122.0,1978201205,3,East,47.61194,-122.32177,1910,1.0,3,73549,0,73549,"Office, Worship Facility",Office,41632.0,Worship Facility,31917.0,,,,90.0,38.5,43.59999847,66.69999695,72.19999695,2828950.5,3209164.5,0.0,271858.3125,927581.0,19013.69922,1901370.0,False,,Compliant,,107.45,1.46,73549,1.5,113,0.3278887347092146,0.6721114420347758,0.0
21364,2016,NonResidential,Other,Pacific Northwest Research,720 Broadway,Seattle,WA,98122.0,1978201421,3,East,47.60865694,-122.3205368,1988,1.0,5,45780,11400,34380,"Other - Education, Parking",Other - Education,45780.0,Parking,4500.0,,,,,236.6999969,252.1000061,509.0,527.5999756,10834087.0,11542708.0,5473370.5,1554939.625,5305454.0,552.6221924,55262.0,False,,Compliant,,462.4,10.1,34380,2.5,35,0.48970014732205863,0.005100752836856488,0.5051990536904494
21365,2016,NonResidential,Medical Office,Northwest Kidney Center (21365),700 Broadway,Seattle,WA,98114.0,1978201435,3,East,47.60865416,-122.3205904,1963,0.0,3,39115,0,39115,Medical Office,Medical Office,50000.0,,,,,,42.0,74.69999695,76.80000305,203.8000031,205.8999939,3735308.5,3838425.0,0.0,878757.3125,2998320.0,7369.880859,736988.0,False,,Compliant,,60.04,1.53,39115,3.0,60,0.8026967518211682,0.1973031143210795,0.0
21366,2016,NonResidential,Other,Town Hall Seattle,1119 8th Avenue,Seattle,WA,98101.0,1979200050,7,East,47.60901,-122.32994,1916,1.0,3,38038,0,38038,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,35886.0,Office,1184.0,Food Service,436.0,,,29.5,33.5,57.5,62.79999924,1107290.625,1255324.0,682047.625,124631.6016,425243.0,0.0,0.0,False,,Compliant,,55.61,1.46,38038,1.5,107,0.3840391947687627,0.0,0.6159608052312373
21367,2016,NonResidential,Worship Facility,First Presbyterian Church of Seattle,1013 8th Ave,Seattle,WA,98104.0,1979200090,7,East,47.60821,-122.3296,1962,1.0,3,37796,0,37796,"Parking, Worship Facility",Worship Facility,53000.0,Parking,17600.0,,,,55.0,46.5,52.29999924,87.69999695,96.0,2465983.5,2769792.0,1379517.75,259038.0,883838.0,2026.280029,202628.0,False,,Compliant,,123.41,3.27,37796,1.5,61,0.35841196828770344,0.08216924403589886,0.559418889055827
21380,2016,Nonresidential COS,Small- and Mid-Sized Office,System Operations Center,614 NW 46th St,Seattle,WA,98107.0,1982201065,6,Ballard,47.66256,-122.36483,1993,1.0,1,27744,0,27744,"Data Center, Office, Other",Office,18380.0,Other,6060.0,Data Center,3304.0,,,193.0,193.0,606.2000122,606.2000122,5355753.0,5355753.0,0.0,1569681.25,5355752.0,0.0,0.0,False,,Compliant,,37.34,1.35,27744,0.5,30,0.999999813284892,0.0,0.0
21382,2016,NonResidential,Warehouse,Superior Self Storage,832 NW 48,Seattle,WA,98107.0,1982201700,6,Ballard,47.66388,-122.36831,1960,1.0,1,36444,0,36444,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36444.0,,,,,,80.0,4.400000095,4.599999905,13.89999962,14.60000038,161311.0938,169464.0938,0.0,47277.60156,161311.0,0.0,0.0,False,,Compliant,,1.12,0.03,36444,0.5,63,0.9999994185148845,0.0,0.0
21388,2016,NonResidential,Warehouse,lee warehouse,4259 8th Avenue NW,Seattle,WA,98107.0,1982203275,6,Ballard,47.65907,-122.36783,1950,1.0,1,27553,0,27553,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27553.0,,,,,,63.0,35.09999847,38.29999924,69.30000305,72.59999847,966677.125,1054377.75,0.0,125320.0,427592.0,5390.851074,539085.0,False,,Compliant,,31.61,1.15,27553,0.5,73,0.44233176615201275,0.5576681045390414,0.0
21389,2016,NonResidential,Distribution Center,Double Y Investment Co.,4222 8th Ave NW,Seattle,WA,98107.0,1982203385,6,Ballard,47.6583,-122.36638,1951,3.0,1,57310,0,57310,Distribution Center,Distribution Center,57310.0,,,,,,,21.89999962,24.39999962,48.0,51.20000076,1253745.5,1395637.75,0.0,201467.9063,687408.0,5663.370117,566337.0,False,,Compliant,,34.87,0.61,57310,0.25,72,0.5482835232509309,0.45171607794404844,0.0
21391,2016,NonResidential,Mixed Use Property,On Ballard- 425 Westlake,425 Westlake Ave N.,Seattle,WA,98109.0,1983200005,7,Lake union,47.62296,-122.33884,1920,1.0,2,25920,0,25920,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",Office,10109.0,Other - Services,7016.0,Restaurant,3609.0,,,38.20000076,41.29999924,102.9000015,109.0999985,989079.5,1071271.0,0.0,228407.2031,779325.0,2097.540039,209754.0,False,,Compliant,,16.57,0.64,25920,1.0,103,0.7879295850333567,0.2120699094461062,0.0
21396,2016,NonResidential,Restaurant,Uptown Espresso Building (Block 38W) - SEDO,500-510 Westlake Ave. North,Seattle,WA,98109.0,1983200170,7,Lake union,47.62354,-122.33808,1919,1.0,3,40686,0,40686,Restaurant,Restaurant,40686.0,,,,,,,51.79999924,53.79999924,97.59999847,99.40000153,2106073.5,2188575.25,0.0,246785.5,842032.0,12640.41016,1264041.0,False,,Compliant,,73.0,1.79,40686,1.5,104,0.39981130763005185,0.6001884549613297,0.0
21397,2016,NonResidential,Retail Store,Guitar Center (Block 38W) - SEDO,520-530 Westlake Ave. North,Seattle,WA,98109.0,1983200180,7,Lake union,47.62399,-122.33804,1964,1.0,2,45271,0,45271,Retail Store,Retail Store,45271.0,,,,,,57.0,56.40000153,64.30000305,112.1999969,119.0999985,2553763.5,2912179.5,0.0,336123.5,1146853.0,14069.10059,1406910.0,False,,Compliant,,82.72,1.83,45271,1.0,59,0.44908348012648786,0.550916324084043,0.0
21398,2016,NonResidential,Small- and Mid-Sized Office,Clements Rice Building (Block 38W) - SEDO,534 Westlake Ave. North,Seattle,WA,98109.0,1983200196,7,Lake union,47.62437,-122.33802,1920,1.0,3,28380,12180,16200,Office,Office,28380.0,,,,,,62.0,48.40000153,53.0,110.0,114.9000015,1372213.375,1503529.375,0.0,235730.7031,804313.0,5679.0,567900.0,False,,Compliant,,35.77,1.26,16200,1.5,103,0.5861428074187077,0.4138569193001781,0.0
21399,2016,NonResidential,Large Office,Interurban Exchange IV/V & Van Vorst - SEDO,440 Terry Ave. North,Seattle,WA,98109.0,1983200290,7,Lake union,47.62296,-122.3362,2009,1.0,5,508160,0,508160,"Food Service, Office, Parking",Office,329850.0,Parking,162894.0,Food Service,11846.0,,77.0,82.09999847,82.09999847,219.1000061,219.1000061,28053172.0,28053172.0,0.0,6367309.0,21725258.0,63279.09766,6327910.0,False,,Compliant,,487.53,0.96,508160,2.5,14,0.774431426150312,0.2255684312633167,0.0
21401,2016,NonResidential,Small- and Mid-Sized Office,511 Boren,511 Boren Avenue North,Seattle,WA,98109.0,1983200350,7,Lake union,47.62353,-122.33622,1926,1.0,3,26176,0,26176,Office,Office,23730.0,,,,,,95.0,40.70000076,45.29999924,79.59999847,84.30000305,966907.375,1074761.125,0.0,122371.7031,417532.0,5493.749512,549375.0,False,,Compliant,,32.09,1.23,26176,1.5,97,0.431822127740002,0.5681774844255376,0.0
21413,2016,NonResidential,Small- and Mid-Sized Office,Fairview,1000 Fairview Ave N,Seattle,WA,98109.0,1984200105,3,Lake union,47.62799,-122.33132,1926,1.0,1,37740,0,37740,"Office, Parking",Office,37481.0,Parking,0.0,,,,1.0,198.6000061,197.8999939,597.4000244,588.4000244,7442314.5,7419337.0,0.0,2044020.25,6974197.0,4681.168945,468117.0,False,,Compliant,,73.48,1.95,37740,0.5,97,0.9371005484920047,0.06289938432459419,0.0
21418,2016,Nonresidential COS,Other,Northwest Rooms,394 1st Ave. N.,Seattle,WA,98109.0,1985200003,7,Magnolia / queen anne,47.62208,-122.35398,1961,1.0,1,26000,0,26000,Other,Other,49847.0,,,,,,,105.9000015,114.6999969,250.8999939,261.6000061,5277482.5,5719698.0,2097789.75,931914.625,3179693.0,0.0,0.0,False,,Compliant,,184.09,7.08,26000,0.5,62,0.6025018557617198,0.0,0.3974981916093516
21424,2016,NonResidential,Worship Facility,First Church Seattle,180 Denny Way,Seattle,WA,98109.0,1985200090,7,Magnolia / queen anne,47.61876,-122.3534,2009,1.0,3,23241,0,23241,Worship Facility,Worship Facility,23241.0,,,,,,66.0,31.79999924,34.0,69.69999695,71.90000153,739210.5,789925.875,0.0,118247.2031,403459.0,3357.51001,335751.0,False,,Compliant,,20.64,0.89,23241,1.5,14,0.5457971714416935,0.45420215216098797,0.0
21425,2016,NonResidential,Other,Pacific Science Center,200 Second Avenue North,Seattle,WA,98109.0,1985200140,7,Magnolia / queen anne,47.61974,-122.3511,1962,1.0,1,155795,0,155795,Other,Other,155795.0,,,,,,,113.4000015,121.0,317.6000061,330.7999878,17673018.0,18847708.0,0.0,4337207.5,14798552.0,28744.64648,2874465.0,False,,Compliant,,255.83,1.64,155795,0.5,61,0.8373528505431274,0.1626470928734413,0.0
21432,2016,Nonresidential COS,Other,Fisher Pavilion,200 Thomas St,Seattle,WA,98109.0,1985200245,7,Magnolia / queen anne,47.62208,-122.35398,2002,1.0,1,21018,0,21018,Other,Other,21018.0,,,,,,,83.80000305,85.09999847,246.8999939,248.5,1761137.5,1789470.75,175780.0,464641.6875,1585357.0,0.0,0.0,False,,Compliant,,24.62,1.17,21018,0.5,21,0.9001892242939578,0.0,0.09981049179862447
21433,2016,Nonresidential COS,Other,Chihuly Garden and Glass,305 Harrison St #30,Seattle,WA,98109.0,1985200305,7,Magnolia / queen anne,47.62208,-122.35398,1998,1.0,1,30533,0,30533,Museum,Museum,28631.0,,,,,,,206.1999969,216.3000031,408.5,415.0,5903015.0,6193701.5,0.0,771077.5,2630916.0,32720.98242,3272098.0,False,,Compliant,,192.12,6.29,30533,0.5,25,0.44569021084987925,0.5543096197451641,0.0
21435,2016,NonResidential,Other,space needle,400 broard street,Seattle,WA,98109.0,1985200495,7,Magnolia / queen anne,47.62049,-122.3493,1961,1.0,2,33971,0,33971,Other - Recreation,Other - Recreation,50000.0,,,,,,,353.7000122,363.2999878,747.7000122,757.9000244,17686444.0,18163924.0,0.0,2638550.75,9002735.0,86837.08594,8683709.0,False,,Compliant,,523.95,15.42,33971,1.0,62,0.5090189412863321,0.49098105871366793,0.0
21436,2016,Nonresidential COS,Other,Seattle Children's Theatre,201 Thomas St.,Seattle,WA,98109.0,1985200550,7,Magnolia / queen anne,47.62082,-122.35251,1992,1.0,2,40600,0,40600,Other,Other,33000.0,,,,,,,56.40000153,56.0,174.6000061,174.3999939,2485521.0,2470816.0,137900.0,442413.1875,1509514.0,3745.369629,374537.0,False,,Compliant,,41.06,1.01,40600,1.0,31,0.6073229717230311,0.15068752185155546,0.05548132564560911
21438,2016,NonResidential,Small- and Mid-Sized Office,Sellen Construction Headquarters,227 Westlake Ave N,Seattle,WA,98109.0,1986200070,7,Lake union,47.62055,-122.33881,1999,1.0,4,38038,0,38038,"Office, Parking",Office,38038.0,Parking,19600.0,,,,84.0,52.70000076,53.59999847,165.3999939,168.3999939,2003807.75,2040142.0,0.0,587282.375,2003807.0,0.0,0.0,False,,Compliant,,13.97,0.37,38038,2.0,24,0.9999996257125965,0.0,0.0
21442,2016,NonResidential,Small- and Mid-Sized Office,Terry Ave Building,225 Terry Avenue North,Seattle,WA,98109.0,1986200245,7,Lake union,47.62028,-122.33717,2007,1.0,4,64596,24596,40000,"Office, Parking",Office,41591.0,Parking,21350.0,,,,92.0,60.70000076,65.90000153,125.0,130.3999939,2524228.25,2739358.75,0.0,357410.9063,1219486.0,13047.41992,1304742.0,False,,Compliant,,77.8,1.2,40000,2.0,16,0.48311241267504235,0.5168874882847857,0.0
21443,2016,NonResidential,Small- and Mid-Sized Office,219 Terry Building,219 Terry Ave. N.,Seattle,WA,98109.0,1986200255,7,Lake union,47.62038,-122.33759,1928,1.0,3,41466,6062,35404,"Laboratory, Office, Parking",Office,35404.0,Laboratory,5000.0,Parking,1250.0,,1.0,227.5,228.3999939,523.7000122,516.5,9190442.0,9228577.0,0.0,1613918.25,5506689.0,36837.52344,3683752.0,False,,Compliant,,234.03,5.64,35404,1.5,95,0.5991756435653476,0.4008242476259575,0.0
21445,2016,NonResidential,Large Office,202 Westlake,202 Westlake Ave. N.,Seattle,WA,98109.0,1986200275,7,Lake union,47.62004,-122.33807,2013,1.0,6,130710,100800,29910,"Bank Branch, Office, Parking, Restaurant",Office,120548.0,Parking,88960.0,Bank Branch,5436.0,201720162015,92.0,56.79999924,56.79999924,166.3000031,166.3000031,7429423.0,7429423.0,0.0,1956935.25,6677063.0,7523.589844,752359.0,False,,Compliant,,86.51,0.66,29910,3.0,10,0.8987323780056675,0.10126748739437773,0.0
21447,2016,NonResidential,Small- and Mid-Sized Office,224 Westlake,224 Westlake Ave. N.,Seattle,WA,98109.0,1986200295,7,Lake union,47.62054,-122.33807,1926,1.0,4,35780,0,35780,"Office, Parking, Retail Store",Office,22341.0,Retail Store,8214.0,Parking,5225.0,,77.0,62.59999847,64.80000305,196.6000061,203.3999939,1912760.75,1979164.25,0.0,560598.0,1912760.0,0.0,0.0,False,,Compliant,,13.33,0.37,35780,2.0,97,0.9999996078965966,0.0,0.0
21459,2016,NonResidential,Mixed Use Property,Century,10 Harrison St.,Seattle,WA,98109.0,1988200090,7,Magnolia / queen anne,47.6223,-122.35653,1964,1.0,4,25132,7308,17824,"Office, Parking, Restaurant",Office,8061.0,Parking,8000.0,Restaurant,2095.0,,41.0,55.59999847,57.70000076,174.6000061,181.1999969,564754.1875,585965.6875,0.0,165520.0,564754.0,0.0,0.0,False,,Compliant,,3.94,0.16,17824,2.0,59,0.9999996679971497,0.0,0.0
21464,2016,Nonresidential COS,Other,Phelps Center,301 Mercer St.,Seattle,WA,98109.0,1988200250,7,Downtown,47.60192,-122.33282,1966,1.0,1,49680,0,49680,Other,Other,49680.0,,,,,,,57.29999924,58.20000076,119.5,120.6999969,2844685.0,2890473.75,1427730.0,383969.8125,1310105.0,0.0,0.0,False,,Compliant,,119.34,2.4,49680,0.5,57,0.4605448406414067,0.0,0.5018938828024896
21465,2016,Nonresidential COS,Other,Playhouse,201 Mercer St.,Seattle,WA,98109.0,1988200440,7,Downtown,47.60219,-122.3313,1962,1.0,1,36314,0,36314,Other,Other,36314.0,,,,,,,50.5,51.90000153,117.5999985,119.0999985,1832808.75,1882952.875,204650.0,325448.5938,1110431.0,3915.779785,391578.0,False,,Compliant,,44.33,1.22,36314,0.5,61,0.6058629957981159,0.21364913278594944,0.11165922249116281
21468,2016,NonResidential,Other,Showbox Building,1412 1st Ave S,Seattle,WA,98101.0,1975700560,7,Downtown,47.60849,-122.33924,1916,1.0,2,25920,0,25920,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,11888.0,Restaurant,4329.0,Retail Store,4029.0,,,62.09999847,60.79999924,195.1000061,190.8999939,1257774.625,1230670.25,0.0,368632.5938,1257774.0,0.0,0.0,False,,Compliant,,8.77,0.34,25920,1.0,107,0.9999995030906272,0.0,0.0
21469,2016,NonResidential,Small- and Mid-Sized Office,Doyle Building,119 Pine Street,Seattle,WA,98101.0,1975700605,7,Downtown,47.60994,-122.33997,1919,1.0,4,47686,0,47686,"Office, Retail Store",Office,25500.0,Retail Store,8500.0,,,,72.0,60.90000153,65.40000153,140.1999969,145.5,2071670.25,2223121.25,897694.0,344072.6875,1173976.0,0.0,0.0,False,,Compliant,,77.48,1.62,47686,2.0,104,0.5666809184521523,0.0,0.433318960872272
21483,2016,NonResidential,Small- and Mid-Sized Office,(ID21483) Madore Building,1501 Western Avenue,Seattle,WA,98101.0,1976200300,7,Downtown,47.60836,-122.34157,1915,1.0,6,40715,0,40715,"Non-Refrigerated Warehouse, Office, Retail Store",Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,,,69.5,70.69999695,190.1000061,193.8999939,2827772.75,2877728.5,0.0,668858.625,2282146.0,5456.27002,545627.0,False,,Compliant,,44.89,1.1,40715,3.0,108,0.8070471716654034,0.19295291674339815,0.0
21488,2016,NonResidential,Mixed Use Property,E0010 - Elliott Court,2103-2107 Elliott Avenue,Seattle,WA,98121.0,1977200245,7,Downtown,47.61113,-122.34556,1990,1.0,4,82065,34800,47265,"Office, Parking, Retail Store",Parking,36036.0,Office,27594.0,Retail Store,13945.0,,91.0,41.29999924,43.79999924,129.8000031,137.5,1717130.875,1818635.25,0.0,503262.1875,1717131.0,0.0,0.0,False,,Compliant,,11.97,0.15,47265,2.0,33,1.0000000727958491,0.0,0.0
21495,2016,NonResidential,Small- and Mid-Sized Office,Alaska Trade Building,1917 1St Ave,Seattle,WA,98101.0,1977200420,7,Downtown,47.61041,-122.34214,1910,1.0,4,36160,0,36160,Office,Office,36160.0,,,,,,47.0,51.5,53.20000076,161.6999969,166.8999939,1862176.875,1921962.0,0.0,545772.8125,1862177.0,0.0,0.0,False,,Compliant,,12.98,0.36,36160,2.0,113,1.0000000671257396,0.0,0.0
21496,2016,NonResidential,Mixed Use Property,Soames Dunn Building,1916 Pike Place,Seattle,WA,98101.0,1977200425,7,Downtown,47.61014,-122.34251,1918,1.0,1,34617,0,34617,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,6455.0,Office,5813.0,Manufacturing/Industrial Plant,5581.0,,,148.3999939,148.0,325.2000122,324.0,5136604.5,5123179.0,0.0,822388.375,2805989.0,23306.15039,2330615.0,False,,Compliant,,143.34,4.14,34617,0.5,105,0.5462731265371901,0.4537267761222418,0.0
21505,2016,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,2200 Western Avenue,Seattle,WA,98121.0,1977200605,7,Downtown,47.6123,-122.34611,1909,1.0,5,66900,0,66900,Office,Office,68048.0,,,,,,100.0,24.0,24.0,73.59999847,73.59999847,1634178.25,1634178.25,0.0,461583.0,1574921.0,592.5700073,59257.0,False,,Compliant,,14.13,0.21,66900,2.5,114,0.963738808786618,0.036261038231294535,0.0
